transaction_id,row_number,date,initials,source,company,amount,status,matched_source,target_sheet,target_header,confidence,processing_notes,filed_date
d48cbe01f02e,313,01/29/25,JKS,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 14:05:55
af11b6cac7ab,80,01/07/25,ZAW,BAKASHI,PUFFIN,-80.0,high_confidence,BAKASHI,PUFFIN C.O.G.,SOIL,1.0,Matched to 'BAKASHI' with confidence 1.0,2025-07-21 15:11:57
3c9c009a20b8,206,01/20/25,GSW,MARIJUANA WASTE,PUFFIN,-70.0,high_confidence,MARIJUANA WASTE,NUGZ EXPENSES,(MJ) WASTE,1.0,Matched to 'MARIJUANA WASTE' with confidence 1.0,2025-07-21 15:12:21
9a3caa172820,207,01/20/25,JJN2,FUEL REIMBURSEMENT,PUFFIN,-30.0,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 15:12:21
d48cbe01f02e,313,01/29/25,JKS,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 15:12:26
af11b6cac7ab,80,01/07/25,ZAW,BAKASHI,PUFFIN,-80.0,high_confidence,BAKASHI,PUFFIN C.O.G.,SOIL,1.0,Matched to 'BAKASHI' with confidence 1.0,2025-07-21 15:50:36
3c9c009a20b8,206,01/20/25,GSW,MARIJUANA WASTE,PUFFIN,-70.0,high_confidence,MARIJUANA WASTE,NUGZ EXPENSES,(MJ) WASTE,1.0,Matched to 'MARIJUANA WASTE' with confidence 1.0,2025-07-21 15:50:56
9a3caa172820,207,01/20/25,JJN2,FUEL REIMBURSEMENT,PUFFIN,-30.0,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 15:50:56
d48cbe01f02e,313,01/29/25,JKS,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 15:51:01
74,80,01/07/25,ZAW,BAKASHI,PUFFIN,-80.0,high_confidence,BAKASHI,PUFFIN C.O.G.,SOIL,1.0,Matched to 'BAKASHI' with confidence 1.0,2025-07-21 16:19:45
194,206,01/20/25,GSW,MARIJUANA WASTE,PUFFIN,-70.0,high_confidence,MARIJUANA WASTE,NUGZ EXPENSES,(MJ) WASTE,1.0,Matched to 'MARIJUANA WASTE' with confidence 1.0,2025-07-21 16:19:47
195,207,01/20/25,JJN2,FUEL REIMBURSEMENT,PUFFIN,-30.0,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 16:19:47
296,313,01/29/25,JKS,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 16:19:49
af11b6cac7ab,80,01/07/25,ZAW,BAKASHI,PUFFIN,-80.0,high_confidence,BAKASHI,PUFFIN C.O.G.,SOIL,1.0,Matched to 'BAKASHI' with confidence 1.0,2025-07-21 17:31:14
3c9c009a20b8,206,01/20/25,GSW,MARIJUANA WASTE,PUFFIN,-70.0,high_confidence,MARIJUANA WASTE,NUGZ EXPENSES,(MJ) WASTE,1.0,Matched to 'MARIJUANA WASTE' with confidence 1.0,2025-07-21 17:31:16
9a3caa172820,207,01/20/25,JJN2,FUEL REIMBURSEMENT,PUFFIN,-30.0,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 17:31:16
d48cbe01f02e,313,01/29/25,JKS,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 17:31:18
af11b6cac7ab,80,01/07/25,ZAW,BAKASHI,PUFFIN,-80.0,high_confidence,BAKASHI,PUFFIN C.O.G.,SOIL,1.0,Matched to 'BAKASHI' with confidence 1.0,2025-07-21 18:14:57
3c9c009a20b8,206,01/20/25,GSW,MARIJUANA WASTE,PUFFIN,-70.0,high_confidence,MARIJUANA WASTE,NUGZ EXPENSES,(MJ) WASTE,1.0,Matched to 'MARIJUANA WASTE' with confidence 1.0,2025-07-21 18:14:59
9a3caa172820,207,01/20/25,JJN2,FUEL REIMBURSEMENT,PUFFIN,-30.0,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 18:14:59
d48cbe01f02e,313,01/29/25,JKS,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 18:15:01
af11b6cac7ab,80,01/07/25,ZAW,BAKASHI,PUFFIN,-80.0,high_confidence,BAKASHI,PUFFIN C.O.G.,SOIL,1.0,Matched to 'BAKASHI' with confidence 1.0,2025-07-21 18:27:43
3c9c009a20b8,206,01/20/25,GSW,MARIJUANA WASTE,PUFFIN,-70.0,high_confidence,MARIJUANA WASTE,NUGZ EXPENSES,(MJ) WASTE,1.0,Matched to 'MARIJUANA WASTE' with confidence 1.0,2025-07-21 18:27:45
9a3caa172820,207,01/20/25,JJN2,FUEL REIMBURSEMENT,PUFFIN,-30.0,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 18:27:45
d48cbe01f02e,313,01/29/25,JKS,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 18:27:47
af11b6cac7ab,80,01/07/25,ZAW,BAKASHI,PUFFIN,-80.0,high_confidence,BAKASHI,PUFFIN C.O.G.,SOIL,1.0,Matched to 'BAKASHI' with confidence 1.0,2025-07-21 19:46:14
3c9c009a20b8,206,01/20/25,GSW,MARIJUANA WASTE,PUFFIN,-70.0,high_confidence,MARIJUANA WASTE,NUGZ EXPENSES,(MJ) WASTE,1.0,Matched to 'MARIJUANA WASTE' with confidence 1.0,2025-07-21 19:46:16
9a3caa172820,207,01/20/25,JJN2,FUEL REIMBURSEMENT,PUFFIN,-30.0,high_confidence,FUEL REIMBURSEMENT,PUFFIN C.O.G.,FUEL,1.0,Matched to 'FUEL REIMBURSEMENT' with confidence 1.0,2025-07-21 19:46:16
d48cbe01f02e,313,01/29/25,JKS,CRYSTAL CLEAR,PUFFIN,-240.0,high_confidence,CRYSTAL CLEAR,PUFFIN C.O.G.,EQUIPMENT,1.0,Matched to 'CRYSTAL CLEAR' with confidence 1.0,2025-07-21 19:46:17
